SEASON,SEASON TYPE,SPORT,NETWORK,PROGRAM,EPISODE,DATE,TELECAST TIME,DURATION (MINS),P2+,P18-49
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,LAKERS/WARRIORS,2/22/2024,10:13:00 PM,143,1760,727
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,MAVERICKS/KINGS,3/26/2024,10:40:00 PM,104,1014,513
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,MAVERICKS/KNICKS,2/8/2024,7:43:00 PM,140,1286,522
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,MAVERICKS/NETS,2/6/2024,7:33:00 PM,150,830,328
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,MAVERICKS/THUNDER,3/14/2024,10:04:00 PM,152,1007,466
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,MAVERICKS/WARRIORS,4/2/2024,10:03:00 PM,146,1383,631
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,NUGGETS/76ERS,1/16/2024,7:33:00 PM,157,1683,741
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,NUGGETS/CLIPPERS,4/4/2024,10:08:00 PM,159,1429,638
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,NUGGETS/LAKERS,2/8/2024,10:03:00 PM,151,1308,611
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,NUGGETS/WARRIORS,1/4/2024,10:03:00 PM,152,2105,893
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,PACERS/CELTICS,1/30/2024,7:33:00 PM,153,991,446
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,PELICANS/KINGS,4/11/2024,10:03:00 PM,143,1217,523
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,ROCKETS/THUNDER,2/27/2024,9:57:00 PM,149,806,322
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SPURS/HAWKS,1/15/2024,3:30:00 PM,158,345,132
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SPURS/SUNS,10/31/2023,10:04:00 PM,161,1460,694
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SPURS/THUNDER,11/14/2023,7:33:00 PM,143,1082,506
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/CELTICS,3/14/2024,7:33:00 PM,151,1071,450
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/LAKERS,10/26/2023,10:18:00 PM,149,2298,1113
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/LAKERS,1/11/2024,10:03:00 PM,148,1317,604
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/MAVERICKS,2/22/2024,7:34:00 PM,159,1353,569
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/NUGGETS,3/5/2024,10:03:00 PM,150,1196,546
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,SUNS/WARRIORS,10/24/2023,10:09:00 PM,160,2713,1270
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,THUNDER/76ERS,4/2/2024,7:33:00 PM,150,979,393
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,THUNDER/CLIPPERS,1/16/2024,10:10:00 PM,150,1149,525
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,THUNDER/MAGIC,2/13/2024,7:33:00 PM,152,839,404
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,TIMBERWOLVES/CLIPPERS,3/12/2024,9:52:00 PM,158,877,335
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,WARRIORS/GRIZZLIES,1/15/2024,6:08:00 PM,156,513,195
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,WARRIORS/KINGS,11/28/2023,10:14:00 PM,171,2003,840
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,WARRIORS/KNICKS,2/29/2024,7:34:00 PM,152,1535,585
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,WARRIORS/LAKERS,4/9/2024,10:04:00 PM,142,1650,697
2023/2024,REGULAR SEASON,NBA,TNT,NBA BASKETBALL,WARRIORS/SUNS,12/12/2023,10:01:00 PM,170,1728,697
2023/2024,REGULAR SEASON,NBA,TNT,NBA IN SEASON QTR FINAL,CELTICS/PACERS,12/4/2023,7:33:00 PM,150,1023,474
2023/2024,REGULAR SEASON,NBA,TNT,NBA IN SEASON QTR FINAL,KNICKS/BUCKS,12/5/2023,7:33:00 PM,158,1741,788
2023/2024,REGULAR SEASON,NBA,TNT,NBA IN SEASON QTR FINAL,PELICANS/KINGS,12/4/2023,10:03:00 PM,157,718,362
2023/2024,REGULAR SEASON,NBA,TNT,NBA IN SEASON QTR FINAL,SUNS/LAKERS,12/5/2023,10:11:00 PM,153,1970,1021
2023/2024,REGULAR SEASON,NBA,TNT,NBA IN SEASON SEMI FINAL ROLL UP W/ TBS,PELICANS/LAKERS,12/7/2023,9:22:00 PM,143,2116,971
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,76ERS/KNICKS,3/12/2024,7:34:00 PM,138,98,44
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,BUCKS/GRIZZLIES,2/15/2024,8:33:00 PM,156,95,39
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,CELTICS/BUCKS,4/9/2024,7:33:00 PM,151,179,60
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,KINGS/SUNS,2/13/2024,10:05:00 PM,155,107,41
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,MAVERICKS/KINGS,3/26/2024,10:00:00 PM,144,169,85
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,THUNDER/76ERS,4/2/2024,7:33:00 PM,150,111,53
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,THUNDER/MAGIC,2/13/2024,7:33:00 PM,152,92,39
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,TIMBERWOLVES/CLIPPERS,3/12/2024,9:52:00 PM,158,115,47
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL,WARRIORS/LAKERS,4/9/2024,10:04:00 PM,142,370,170
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL ALT,KINGS/KNICKS,4/4/2024,7:33:00 PM,155,22,8
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL ALT,KNICKS/CELTICS,4/11/2024,7:33:00 PM,150,57,15
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL ALT,MAVERICKS/THUNDER,3/14/2024,10:04:00 PM,152,34,8
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL ALT,NUGGETS/CLIPPERS,4/4/2024,10:08:00 PM,159,40,16
2023/2024,REGULAR SEASON,NBA,TRUTV,NBA BASKETBALL ALT,PELICANS/KINGS,4/11/2024,10:03:00 PM,143,61,19
2024/2025,ALL STAR WEEKEND,NBA,TNT,"2025 NBA ALL STAR GAME ROLL UP W/ TBS, TRUTV AND REPLAY",2025 NBA ALL STAR GAME,2/16/2025,8:21:00 PM,159,5962,2702
2024/2025,ALL STAR WEEKEND,NBA,TNT,"NBA ALLSTAR RISING STARS ROLL UP W/ TRUTV, REPLAY",RISING STARS CHALLENGE,2/14/2025,9:00:00 PM,129,1032,423
2024/2025,ALL STAR WEEKEND,NBA,TNT,"NBA ALLSTAR SAT NIGHT ROLL UP W/ TRUTV, REPLAY",N/A,2/15/2025,8:00:00 PM,172,3583,1781
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 1,PACERS AT THUNDER,6/5/2025,8:31:00 PM,160,9446,3464
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 2,PACERS AT THUNDER,6/8/2025,8:01:00 PM,160,9982,3753
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 3,THUNDER AT PACERS,6/11/2025,8:31:00 PM,168,9984,3677
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 4,THUNDER AT PACERS,6/13/2025,8:30:00 PM,181,10127,3679
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 5,PACERS AT THUNDER,6/16/2025,8:29:00 PM,172,10224,3631
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 6,THUNDER AT PACERS,6/19/2025,8:29:00 PM,167,10579,3577
2024/2025,FINALS,NBA,ABC,NBA FINALS ON ABC-GM 7,PACERS AT THUNDER-ST,6/22/2025,7:55:00 PM,178,18128,7479
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 1,PACERS AT THUNDER,6/5/2025,8:31:00 PM,160,9446,3464
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 2,PACERS AT THUNDER,6/8/2025,8:01:00 PM,160,9982,3753
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 3,THUNDER AT PACERS,6/11/2025,8:31:00 PM,168,9984,3677
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 4,THUNDER AT PACERS,6/13/2025,8:30:00 PM,181,10127,3679
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 5,PACERS AT THUNDER,6/16/2025,8:29:00 PM,172,10224,3631
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 6,THUNDER AT PACERS,6/19/2025,8:29:00 PM,167,10579,3577
2024/2025,POST SEASON,NBA,ABC,NBA FINALS ON ABC-GM 7,PACERS AT THUNDER-ST,6/22/2025,7:55:00 PM,178,18128,7479
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC1-4/20,GRIZZLIES AT THUNDER-ST,4/20/2025,1:00:00 PM,151,4695,1902
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC1-4/27,KNICKRBCKRS AT PISTONS,4/27/2025,1:00:00 PM,167,4306,1559
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC2-4/20,MAGIC AT CELTICS-ST,4/20/2025,3:31:00 PM,153,7028,2725
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC2-4/27,LAKERS AT TIMBERWOLVES,4/27/2025,3:47:00 PM,172,7883,2888
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC-5/10,CELTICS AT KNICKRBCKRS,5/10/2025,3:30:00 PM,160,5805,2009
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC-5/11,THUNDER AT NUGGETS,5/11/2025,3:30:00 PM,167,6730,2571
2024/2025,POST SEASON,NBA,ABC,NBA PLAYOFFS ON ABC-5/18,NUGGETS AT THUNDER,5/18/2025,3:30:00 PM,151,6680,2538
2024/2025,POST SEASON,NBA,ESPN,NBA PLAY-IN GAME L,DALLAS/MEMPHIS,4/18/2025,9:38:00 PM,148,2815,1250
2024/2025,POST SEASON,NBA,ESPN,NBA PLAY-IN GAME L,DALLAS/SACRAMENTO,4/16/2025,10:08:00 PM,147,2386,992
2024/2025,POST SEASON,NBA,ESPN,NBA PLAY-IN GAME L,MIAMI/CHICAGO,4/16/2025,7:38:00 PM,150,2250,953
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,BOSTON/ORLANDO,4/25/2025,7:08:00 PM,174,2398,823
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,DETROIT/NEW YORK,4/19/2025,6:34:00 PM,143,4333,1723
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,HOUSTON/GOLDEN STATE,5/2/2025,9:09:00 PM,166,4894,1857
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,LA CLIPPERS/DENVER,4/19/2025,3:47:00 PM,167,3999,1608
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,LA LAKERS/MINNESOTA,4/25/2025,10:02:00 PM,149,4001,1806
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-1ST RD     L,MILWAUKEE/INDIANA,4/19/2025,1:06:00 PM,161,2623,978
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF FNLS  L,MINNESOTA/OKLAHOMA CITY,5/22/2025,8:39:00 PM,163,5636,2318
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF FNLS  L,MINNESOTA/OKLAHOMA CITY,5/28/2025,8:39:00 PM,143,5163,2082
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF FNLS  L ROLL UP W/ ESPN2,MINNESOTA/OKLAHOMA CITY,5/20/2025,8:39:00 PM,157,5737,2408
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF FNLS L ROLL UP W/ ESPN2,OKLAHOMA CITY/MINNESOTA,5/26/2025,8:38:00 PM,165,7092,2818
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,BOSTON/NEW YORK,5/12/2025,7:38:00 PM,161,6647,2470
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,BOSTON/NEW YORK,5/16/2025,8:09:00 PM,151,6359,2380
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,CLEVELAND/INDIANA,5/9/2025,7:39:00 PM,167,4232,1608
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,MINNESOTA/GOLDEN STATE,5/12/2025,10:19:00 PM,167,5144,2053
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,OKLAHOMA CITY/DENVER,5/9/2025,10:26:00 PM,157,4508,1912
2024/2025,POST SEASON,NBA,ESPN,NBA PLAYOFFS-CONF SEMIS L,OKLAHOMA CITY/DENVER,5/15/2025,8:39:00 PM,156,5445,2182
2024/2025,POST SEASON,NBA,ESPN2,NBA PLAYOFFS-1ST RD     L,NY KNICKS/DETROIT,4/19/2025,6:17:00 PM,23,186,83
2024/2025,POST SEASON,NBA,ESPN2,NBA PLAYOFFS-CONF SEMIS L,OKLAHOMA CITY/DENVER,5/9/2025,10:24:00 PM,10,81,27
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1  L,DENVER/LA CLIPPERS G3,4/24/2025,10:07:00 PM,153,537,286
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1  L,MIAMI/CLEVELAND G2,4/23/2025,7:34:00 PM,157,523,237
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1  L,MILWAUKEE/INDIANA G2,4/22/2025,7:02:00 PM,163,832,375
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1  L,MILWAUKEE/INDIANA G5,4/29/2025,5:59:00 PM,177,848,342
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1  L,ORLANDO/BOSTON G5,4/29/2025,8:56:00 PM,141,797,267
2024/2025,POST SEASON,NBA,NBA-TV,NBA PLAYOFFS- ROUND 1 L W/ ESPNU,INDIANA/MILWAUKEE G3 ESPNU,4/25/2025,8:00:00 PM,155,455,220
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,KNICKS/PACERS GM3,5/25/2025,8:02:00 PM,171,7671,3143
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,KNICKS/PACERS GM4,5/27/2025,8:00:00 PM,174,7273,2939
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,KNICKS/PACERS GM6,5/31/2025,8:02:00 PM,161,8720,3514
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,PACERS/KNICKS GM1,5/21/2025,8:03:00 PM,196,7061,3028
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,PACERS/KNICKS GM2,5/23/2025,8:03:00 PM,160,7093,2990
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- CONF FNLS L W/ TRUTV,PACERS/KNICKS GM5,5/29/2025,8:02:00 PM,160,7238,2810
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- PLAY-IN ROLL UP W/ TRUTV,HEAT/HAWKS,4/18/2025,7:03:00 PM,161,2295,993
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- PLAY-IN ROLL UP W/ TRUTV - EARLY,HAWKS/MAGIC,4/15/2025,7:33:00 PM,158,2035,873
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- PLAY-IN ROLL UP W/ TRUTV - LATE,GRIZZLIES/WARRIORS,4/15/2025,10:11:00 PM,173,3520,1491
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,CAVALIERS/HEAT GM3,4/26/2025,1:01:00 PM,152,1338,553
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,CELTICS/MAGIC GM4,4/27/2025,7:03:00 PM,158,4093,1626
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,KNICKS/PISTONS GM3,4/24/2025,7:03:00 PM,180,2540,1055
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,NUGGETS/CLIPPERS GM4,4/26/2025,6:18:00 PM,151,3790,1626
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,PACERS/BUCKS GM4,4/27/2025,9:41:00 PM,152,3153,1289
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,THUNDER/GRIZZLIES GM3,4/24/2025,10:03:00 PM,154,2105,835
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L,THUNDER/GRIZZLIES GM4,4/26/2025,3:33:00 PM,165,2380,970
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV,CLIPPERS/NUGGETS GM7,5/3/2025,7:33:00 PM,149,4524,1874
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,CAVALIERS/HEAT GM4,4/28/2025,7:33:00 PM,150,2429,964
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,GRIZZLIES/THUNDER GM2,4/22/2025,7:33:00 PM,144,2518,1056
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,HEAT/CAVALIERS GM1,4/20/2025,7:03:00 PM,151,4440,1926
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,KNICKS/PISTONS GM6,5/1/2025,7:33:00 PM,177,4426,1831
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,MAGIC/CELTICS GM2,4/23/2025,7:03:00 PM,160,2866,1131
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,PISTONS/KNICKS GM2,4/21/2025,7:33:00 PM,162,3587,1509
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,PISTONS/KNICKS GM5,4/29/2025,7:33:00 PM,170,3261,1333
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - EARLY,WARRIORS/ROCKETS GM5,4/30/2025,7:33:00 PM,159,3742,1515
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,CLIPPERS/NUGGETS GM2,4/21/2025,10:15:00 PM,146,3900,1665
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,CLIPPERS/NUGGETS GM5,4/29/2025,10:23:00 PM,150,3093,1285
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,NUGGETS/CLIPPERS GM6,5/1/2025,10:30:00 PM,135,3917,1713
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,ROCKETS/WARRIORS GM4,4/28/2025,10:03:00 PM,178,4299,1797
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,TIMBERWOLVES/LAKERS GM2,4/22/2025,9:57:00 PM,167,4450,2011
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,TIMBERWOLVES/LAKERS GM5,4/30/2025,10:12:00 PM,170,5177,2414
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,WARRIORS/ROCKETS GM1,4/20/2025,9:34:00 PM,151,4607,1945
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,WARRIORS/ROCKETS GM2,4/23/2025,9:43:00 PM,169,3825,1669
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 1 L W/ TRUTV - LATE,WARRIORS/ROCKETS GM7,5/4/2025,8:38:00 PM,155,7318,2992
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L,CAVALIERS/PACERS GM4,5/11/2025,8:03:00 PM,168,4693,1818
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV,WARRIORS/TIMBERWOLVES GM2,5/8/2025,8:33:00 PM,155,5373,2279
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,KNICKS/CELTICS GM1,5/5/2025,7:03:00 PM,168,5287,2083
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,KNICKS/CELTICS GM2,5/7/2025,7:03:00 PM,153,5078,2007
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,KNICKS/CELTICS GM5,5/14/2025,7:03:00 PM,166,6076,2385
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,PACERS/CAVALIERS GM1,5/4/2025,6:03:00 PM,155,4841,1856
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,PACERS/CAVALIERS GM2,5/6/2025,7:03:00 PM,165,4319,1682
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - EARLY,PACERS/CAVALIERS GM5,5/13/2025,7:04:00 PM,161,4315,1739
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - LATE,NUGGETS/THUNDER GM1,5/5/2025,9:51:00 PM,159,5076,2144
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - LATE,NUGGETS/THUNDER GM2,5/7/2025,9:36:00 PM,164,4180,1792
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - LATE,NUGGETS/THUNDER GM5,5/13/2025,9:45:00 PM,148,4991,2157
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - LATE,WARRIORS/TIMBERWOLVES GM1,5/6/2025,9:48:00 PM,155,5621,2344
2024/2025,POST SEASON,NBA,TNT,NBA PLAYOFFS- ROUND 2 L W/ TRUTV - LATE,WARRIORS/TIMBERWOLVES GM5,5/14/2025,9:49:00 PM,151,5286,2199
2024/2025,REGULAR SEASON,NBA,ABC,NBA CHRISTMAS SPECIAL - ABC+ESPN ROLL UP - GAME 2,TIMBERWOLVES AT MAVERICKS,12/25/2024,2:30:00 PM,151,4451,1656
2024/2025,REGULAR SEASON,NBA,ABC,NBA CHRISTMAS SPECIAL - ABC+ESPN ROLL UP - GAME 3,76'ERS AT CELTICS,12/25/2024,5:01:00 PM,156,5242,1945
2024/2025,REGULAR SEASON,NBA,ABC,NBA CHRISTMAS SPECIAL - ABC+ESPN ROLL UP - GAME 4,LAKERS AT WARRIORS,12/25/2024,7:58:00 PM,157,7909,3142
2024/2025,REGULAR SEASON,NBA,ABC,NBA CHRISTMAS SPECIAL - ABC+ESPN ROLL UP - GAME 5,NUGGETS AT SUNS,12/25/2024,10:35:00 PM,144,3899,1503
2024/2025,REGULAR SEASON,NBA,ABC,NBA CHRISTMAS SPECIAL - ABC+ESPN+ESPN2 ROLL UP - GAME 1,SPURS AT NY KNICKS,12/25/2024,12:00:00 PM,150,4998,1881
2024/2025,REGULAR SEASON,NBA,ABC,NBA CUP FINALS,BUCKS VS THUNDER,12/17/2024,8:29:00 PM,155,2993,1063
2024/2025,REGULAR SEASON,NBA,ABC,NBA CUP SEMI-FINALS,ROCKETS AT THUNDER,12/14/2024,8:30:00 PM,169,1891,636
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC1-1/25,NUGGETS AT TIMBERWOLVES,1/25/2025,3:00:00 PM,146,1535,481
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC1-2/23,KNICKRBCKRS AT CELTICS,2/23/2025,1:00:00 PM,149,2504,790
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC1-3/9,NUGGETS AT THUNDER  +(ESPN+),3/9/2025,1:00:00 PM,153,2158,720
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC-2/9,76'ERS AT BUCKS,2/9/2025,2:00:00 PM,168,1776,564
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC2-1/25,CELTICS AT MAVERICKS,1/25/2025,5:26:00 PM,165,2446,726
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC2-2/23,MAVERICKS AT WARRIORS,2/23/2025,3:29:00 PM,152,3216,971
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC2-3/9,SUNS AT MAVERICKS    +(ESPN+),3/9/2025,3:33:00 PM,147,2353,755
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC-3/2,NUGGETS AT CELTICS,3/2/2025,1:00:00 PM,155,2588,825
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC-SUN 1,MAGIC AT CAVALIERS    +(ESPN+),3/16/2025,1:00:00 PM,158,1911,606
2024/2025,REGULAR SEASON,NBA,ABC,NBA ON ABC-SUN 2,SUNS AT LAKERS    +(ESPN+),3/16/2025,3:38:00 PM,154,2846,881
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,CELTICS AT NY KNICKS,2/8/2025,8:30:00 PM,152,2660,857
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,KNICKRBCKRS AT WARRIORS +(ESPN+),3/15/2025,8:30:00 PM,153,2918,756
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,LA LAKERS VS GOLDEN STATE WARRIORS,1/25/2025,8:30:00 PM,152,3046,937
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,LAKERS AT CELTICS             + (ESPN+),3/8/2025,8:30:00 PM,156,4803,1896
